participant,session,run,trial,t_sec,code,label
sub-01,001,1,0,0.00679,250,run_start
sub-01,001,1,1,0.50818,30,pause
sub-01,001,1,1,1.46419,14,precue_feet
sub-01,001,1,1,2.96399,24,mi_feet
sub-01,001,1,2,4.464,30,pause
sub-01,001,1,2,5.9721,11,precue_rest
sub-01,001,1,2,7.47211,21,mi_rest
sub-01,001,1,3,8.96399,30,pause
