participant,session,run,trial,t_sec,code,label
sub-01,001,1,0,0.00762,250,run_start
sub-01,001,1,1,0.50884,30,pause
sub-01,001,1,1,1.46931,12,precue_left
sub-01,001,1,1,2.96587,22,mi_left
sub-01,001,1,2,4.47271,30,pause
sub-01,001,1,2,5.97334,13,precue_right
sub-01,001,1,2,7.4735,23,mi_right
sub-01,001,1,3,8.97294,30,pause
