participant,session,run,trial,t_sec,code,label
sub-01,001,1,0,0.00575,250,run_start
sub-01,001,1,1,0.50681,30,pause
sub-01,001,1,1,1.46596,13,precue_right
sub-01,001,1,1,2.96531,23,mi_right
sub-01,001,1,2,4.46521,30,pause
sub-01,001,1,2,5.97114,14,precue_feet
sub-01,001,1,2,7.47104,24,mi_feet
sub-01,001,1,3,8.97102,30,pause
sub-01,001,1,3,10.47117,11,precue_rest
sub-01,001,1,3,11.97183,21,mi_rest
sub-01,001,1,4,13.4716,30,pause
